Date,Close
2021-02-03,37472.08984375
2021-02-04,36926.06640625
2021-02-05,38144.30859375
2021-02-06,39266.01171875
2021-02-07,38903.44140625
2021-02-08,46196.46484375
2021-02-09,46481.10546875
2021-02-10,44918.18359375
