Date,pol_N,pol_NEG,pol_POS,ratio_N,ratio_NEG,ratio_POS,Price
2021-02-03,0.0,-0.22219151549508695,0.3552571293495951,0.5436893203883495,0.10194174757281553,0.35436893203883496,37472.08984375
2021-02-04,0.0,-0.25937119207952547,0.325520434717954,0.4984984984984985,0.10810810810810811,0.3933933933933934,36926.06640625
2021-02-05,0.0,-0.23059488367383096,0.3184088529224396,0.5181347150259067,0.16407599309153714,0.3177892918825561,38144.30859375
2021-02-06,0.0,-0.23241060275194889,0.299956163820747,0.5462962962962963,0.12037037037037036,0.3333333333333333,39266.01171875
2021-02-07,0.0,-0.25135598711987595,0.3606993441743443,0.48606811145510836,0.11145510835913312,0.4024767801857585,38903.44140625
2021-02-08,0.0,-0.23016365707337932,0.29998912110511844,0.6078595317725752,0.0903010033444816,0.30183946488294316,46196.46484375
2021-02-09,0.0,-0.23074797855619766,0.326685851476013,0.5912408759124088,0.08880778588807786,0.3199513381995134,46481.10546875
2021-02-10,0.0,-0.14813657407407407,0.2683485060690943,0.5915492957746479,0.16901408450704225,0.23943661971830985,44918.18359375
